Name,ExecutionTimeInSeconds,TestDistribution
TestCase4893,53,%Large_100_%Small_0
TestCase2409,41,%Large_100_%Small_0
TestCase2201,21,%Large_100_%Small_0
TestCase4825,24,%Large_100_%Small_0
TestCase3228,30,%Large_100_%Small_0
TestCase4949,28,%Large_100_%Small_0
TestCase1104,13,%Large_100_%Small_0
TestCase2158,45,%Large_100_%Small_0
TestCase1153,31,%Large_100_%Small_0
TestCase2541,36,%Large_100_%Small_0
TestCase324,49,%Large_100_%Small_0
TestCase1551,29,%Large_100_%Small_0
TestCase1938,28,%Large_100_%Small_0
TestCase2934,11,%Large_100_%Small_0
TestCase4246,42,%Large_100_%Small_0
TestCase1842,39,%Large_100_%Small_0
TestCase3659,40,%Large_100_%Small_0
TestCase3267,60,%Large_100_%Small_0
TestCase3243,43,%Large_100_%Small_0
TestCase2312,54,%Large_100_%Small_0
TestCase4665,59,%Large_100_%Small_0
TestCase3844,30,%Large_100_%Small_0
TestCase1762,52,%Large_100_%Small_0
TestCase3055,49,%Large_100_%Small_0
TestCase4979,55,%Large_100_%Small_0
TestCase3988,22,%Large_100_%Small_0
TestCase2122,36,%Large_100_%Small_0
TestCase4049,13,%Large_100_%Small_0
TestCase271,31,%Large_100_%Small_0
TestCase562,18,%Large_100_%Small_0
TestCase4490,42,%Large_100_%Small_0
TestCase2964,23,%Large_100_%Small_0
TestCase349,47,%Large_100_%Small_0
TestCase3477,41,%Large_100_%Small_0
TestCase2773,35,%Large_100_%Small_0
TestCase3984,26,%Large_100_%Small_0
TestCase3634,26,%Large_100_%Small_0
TestCase1866,24,%Large_100_%Small_0
TestCase3957,57,%Large_100_%Small_0
TestCase3617,57,%Large_100_%Small_0
TestCase1163,20,%Large_100_%Small_0
TestCase3389,13,%Large_100_%Small_0
TestCase3992,28,%Large_100_%Small_0
TestCase4451,44,%Large_100_%Small_0
TestCase4632,45,%Large_100_%Small_0
TestCase2939,53,%Large_100_%Small_0
TestCase1663,41,%Large_100_%Small_0
TestCase256,60,%Large_100_%Small_0
TestCase1796,52,%Large_100_%Small_0
TestCase546,51,%Large_100_%Small_0
TestCase4296,19,%Large_100_%Small_0
TestCase4434,32,%Large_100_%Small_0
TestCase3631,48,%Large_100_%Small_0
TestCase153,14,%Large_100_%Small_0
TestCase4242,59,%Large_100_%Small_0
TestCase1409,18,%Large_100_%Small_0
TestCase2884,44,%Large_100_%Small_0
TestCase2148,15,%Large_100_%Small_0
TestCase1538,17,%Large_100_%Small_0
TestCase3303,36,%Large_100_%Small_0
TestCase4141,49,%Large_100_%Small_0
TestCase2713,59,%Large_100_%Small_0
TestCase3655,51,%Large_100_%Small_0
TestCase973,33,%Large_100_%Small_0
TestCase1065,24,%Large_100_%Small_0
TestCase1625,39,%Large_100_%Small_0
TestCase4611,35,%Large_100_%Small_0
TestCase3376,52,%Large_100_%Small_0
TestCase3011,13,%Large_100_%Small_0
TestCase4830,17,%Large_100_%Small_0
TestCase4050,52,%Large_100_%Small_0
TestCase373,22,%Large_100_%Small_0
TestCase4729,48,%Large_100_%Small_0
TestCase1911,27,%Large_100_%Small_0
TestCase4486,22,%Large_100_%Small_0
TestCase4214,44,%Large_100_%Small_0
TestCase4091,50,%Large_100_%Small_0
TestCase4684,33,%Large_100_%Small_0
TestCase2253,59,%Large_100_%Small_0
TestCase4987,56,%Large_100_%Small_0
TestCase2061,40,%Large_100_%Small_0
TestCase3778,55,%Large_100_%Small_0
TestCase2823,41,%Large_100_%Small_0
TestCase1665,21,%Large_100_%Small_0
TestCase2010,50,%Large_100_%Small_0
TestCase306,25,%Large_100_%Small_0
TestCase3029,48,%Large_100_%Small_0
TestCase3269,47,%Large_100_%Small_0
TestCase1370,41,%Large_100_%Small_0
TestCase3699,28,%Large_100_%Small_0
TestCase2014,19,%Large_100_%Small_0
TestCase2101,22,%Large_100_%Small_0
TestCase2193,18,%Large_100_%Small_0
TestCase3582,59,%Large_100_%Small_0
TestCase1827,40,%Large_100_%Small_0
TestCase4041,47,%Large_100_%Small_0
TestCase437,15,%Large_100_%Small_0
TestCase3762,31,%Large_100_%Small_0
TestCase3963,34,%Large_100_%Small_0
TestCase3837,35,%Large_100_%Small_0
TestCase4312,23,%Large_100_%Small_0
TestCase3980,40,%Large_100_%Small_0
TestCase1545,24,%Large_100_%Small_0
TestCase225,13,%Large_100_%Small_0
TestCase4912,16,%Large_100_%Small_0
TestCase2336,36,%Large_100_%Small_0
TestCase2217,24,%Large_100_%Small_0
TestCase453,57,%Large_100_%Small_0
TestCase755,21,%Large_100_%Small_0
TestCase84,24,%Large_100_%Small_0
TestCase4040,45,%Large_100_%Small_0
TestCase3521,45,%Large_100_%Small_0
TestCase3094,30,%Large_100_%Small_0
TestCase3598,15,%Large_100_%Small_0
TestCase4723,21,%Large_100_%Small_0
TestCase2085,38,%Large_100_%Small_0
TestCase1161,31,%Large_100_%Small_0
TestCase2800,43,%Large_100_%Small_0
TestCase1984,14,%Large_100_%Small_0
TestCase2766,48,%Large_100_%Small_0
TestCase1837,44,%Large_100_%Small_0
TestCase1261,37,%Large_100_%Small_0
TestCase3838,17,%Large_100_%Small_0
TestCase1382,22,%Large_100_%Small_0
TestCase662,50,%Large_100_%Small_0
TestCase1164,32,%Large_100_%Small_0
TestCase2147,21,%Large_100_%Small_0
TestCase552,42,%Large_100_%Small_0
TestCase386,45,%Large_100_%Small_0
TestCase3301,44,%Large_100_%Small_0
TestCase4532,33,%Large_100_%Small_0
TestCase3755,58,%Large_100_%Small_0
TestCase1217,20,%Large_100_%Small_0
TestCase514,50,%Large_100_%Small_0
TestCase1342,11,%Large_100_%Small_0
TestCase2932,42,%Large_100_%Small_0
TestCase1504,39,%Large_100_%Small_0
TestCase508,60,%Large_100_%Small_0
TestCase61,23,%Large_100_%Small_0
TestCase4784,33,%Large_100_%Small_0
TestCase170,28,%Large_100_%Small_0
TestCase1456,43,%Large_100_%Small_0
TestCase1686,37,%Large_100_%Small_0
TestCase3849,51,%Large_100_%Small_0
TestCase1858,28,%Large_100_%Small_0
TestCase644,60,%Large_100_%Small_0
TestCase2648,45,%Large_100_%Small_0
TestCase1025,13,%Large_100_%Small_0
TestCase1787,54,%Large_100_%Small_0
TestCase3021,15,%Large_100_%Small_0
TestCase3525,52,%Large_100_%Small_0
TestCase1092,49,%Large_100_%Small_0
TestCase3296,52,%Large_100_%Small_0
TestCase3512,32,%Large_100_%Small_0
TestCase114,36,%Large_100_%Small_0
TestCase3637,53,%Large_100_%Small_0
TestCase4980,35,%Large_100_%Small_0
TestCase4010,45,%Large_100_%Small_0
TestCase3079,30,%Large_100_%Small_0
TestCase4963,52,%Large_100_%Small_0
TestCase1439,15,%Large_100_%Small_0
TestCase3673,15,%Large_100_%Small_0
TestCase3588,59,%Large_100_%Small_0
TestCase967,57,%Large_100_%Small_0
TestCase1790,21,%Large_100_%Small_0
TestCase2180,15,%Large_100_%Small_0
TestCase4645,56,%Large_100_%Small_0
TestCase2867,53,%Large_100_%Small_0
TestCase3514,49,%Large_100_%Small_0
TestCase3185,55,%Large_100_%Small_0
TestCase4397,59,%Large_100_%Small_0
TestCase1372,38,%Large_100_%Small_0
TestCase2199,24,%Large_100_%Small_0
TestCase754,46,%Large_100_%Small_0
TestCase196,58,%Large_100_%Small_0
TestCase3606,55,%Large_100_%Small_0
TestCase4544,46,%Large_100_%Small_0
TestCase3252,19,%Large_100_%Small_0
TestCase4185,48,%Large_100_%Small_0
TestCase3479,16,%Large_100_%Small_0
TestCase426,54,%Large_100_%Small_0
TestCase866,29,%Large_100_%Small_0
TestCase246,24,%Large_100_%Small_0
TestCase1694,17,%Large_100_%Small_0
TestCase2248,46,%Large_100_%Small_0
TestCase4795,48,%Large_100_%Small_0
TestCase2109,49,%Large_100_%Small_0
TestCase4122,44,%Large_100_%Small_0
TestCase1294,59,%Large_100_%Small_0
TestCase240,57,%Large_100_%Small_0
TestCase1634,21,%Large_100_%Small_0
TestCase1218,22,%Large_100_%Small_0
TestCase3978,23,%Large_100_%Small_0
TestCase1076,55,%Large_100_%Small_0
TestCase400,30,%Large_100_%Small_0
TestCase670,26,%Large_100_%Small_0
TestCase726,51,%Large_100_%Small_0
TestCase1343,21,%Large_100_%Small_0
TestCase1560,24,%Large_100_%Small_0
TestCase2618,46,%Large_100_%Small_0
TestCase1690,41,%Large_100_%Small_0
TestCase3156,29,%Large_100_%Small_0
TestCase3218,18,%Large_100_%Small_0
TestCase3909,18,%Large_100_%Small_0
TestCase3006,31,%Large_100_%Small_0
TestCase4857,19,%Large_100_%Small_0
TestCase242,18,%Large_100_%Small_0
TestCase2405,25,%Large_100_%Small_0
TestCase4240,60,%Large_100_%Small_0
TestCase2127,47,%Large_100_%Small_0
TestCase280,55,%Large_100_%Small_0
TestCase1060,30,%Large_100_%Small_0
TestCase2628,21,%Large_100_%Small_0
TestCase1196,30,%Large_100_%Small_0
TestCase38,29,%Large_100_%Small_0
TestCase1908,12,%Large_100_%Small_0
TestCase1042,42,%Large_100_%Small_0
TestCase212,60,%Large_100_%Small_0
TestCase2680,30,%Large_100_%Small_0
TestCase2557,19,%Large_100_%Small_0
TestCase767,47,%Large_100_%Small_0
TestCase4906,35,%Large_100_%Small_0
TestCase592,56,%Large_100_%Small_0
TestCase2997,11,%Large_100_%Small_0
TestCase858,51,%Large_100_%Small_0
TestCase589,13,%Large_100_%Small_0
TestCase544,31,%Large_100_%Small_0
TestCase3140,20,%Large_100_%Small_0
TestCase2973,26,%Large_100_%Small_0
TestCase1398,39,%Large_100_%Small_0
TestCase4351,20,%Large_100_%Small_0
TestCase314,49,%Large_100_%Small_0
TestCase1463,18,%Large_100_%Small_0
TestCase502,58,%Large_100_%Small_0
TestCase4252,50,%Large_100_%Small_0
TestCase3883,59,%Large_100_%Small_0
TestCase1651,11,%Large_100_%Small_0
TestCase1797,12,%Large_100_%Small_0
TestCase2888,46,%Large_100_%Small_0
TestCase1208,40,%Large_100_%Small_0
TestCase1337,35,%Large_100_%Small_0
TestCase499,51,%Large_100_%Small_0
TestCase1314,27,%Large_100_%Small_0
TestCase4496,39,%Large_100_%Small_0
TestCase1932,39,%Large_100_%Small_0
TestCase1236,12,%Large_100_%Small_0
TestCase2683,32,%Large_100_%Small_0
TestCase2463,39,%Large_100_%Small_0
TestCase3609,54,%Large_100_%Small_0
TestCase1306,30,%Large_100_%Small_0
TestCase3614,28,%Large_100_%Small_0
TestCase596,42,%Large_100_%Small_0
TestCase3216,16,%Large_100_%Small_0
TestCase964,41,%Large_100_%Small_0
TestCase929,47,%Large_100_%Small_0
TestCase2837,36,%Large_100_%Small_0
TestCase399,24,%Large_100_%Small_0
TestCase865,32,%Large_100_%Small_0
TestCase1914,17,%Large_100_%Small_0
TestCase3263,33,%Large_100_%Small_0
TestCase4897,18,%Large_100_%Small_0
TestCase3531,44,%Large_100_%Small_0
TestCase100,21,%Large_100_%Small_0
TestCase3888,11,%Large_100_%Small_0
TestCase2285,22,%Large_100_%Small_0
TestCase831,16,%Large_100_%Small_0
TestCase2701,16,%Large_100_%Small_0
TestCase3566,31,%Large_100_%Small_0
TestCase3544,60,%Large_100_%Small_0
TestCase1244,24,%Large_100_%Small_0
TestCase2790,22,%Large_100_%Small_0
TestCase162,12,%Large_100_%Small_0
TestCase1332,35,%Large_100_%Small_0
TestCase418,31,%Large_100_%Small_0
TestCase2489,58,%Large_100_%Small_0
TestCase2428,31,%Large_100_%Small_0
TestCase3150,14,%Large_100_%Small_0
TestCase13,38,%Large_100_%Small_0
TestCase1193,37,%Large_100_%Small_0
TestCase4320,11,%Large_100_%Small_0
TestCase2243,29,%Large_100_%Small_0
TestCase2070,27,%Large_100_%Small_0
TestCase1445,39,%Large_100_%Small_0
TestCase2956,16,%Large_100_%Small_0
TestCase3345,40,%Large_100_%Small_0
TestCase3447,53,%Large_100_%Small_0
TestCase3496,43,%Large_100_%Small_0
TestCase4704,44,%Large_100_%Small_0
TestCase3126,33,%Large_100_%Small_0
TestCase2219,59,%Large_100_%Small_0
TestCase4270,38,%Large_100_%Small_0
TestCase4952,58,%Large_100_%Small_0
TestCase2996,43,%Large_100_%Small_0
TestCase1992,54,%Large_100_%Small_0
TestCase3316,27,%Large_100_%Small_0
TestCase2469,25,%Large_100_%Small_0
TestCase3730,29,%Large_100_%Small_0
TestCase4747,14,%Large_100_%Small_0
TestCase125,60,%Large_100_%Small_0
TestCase2850,22,%Large_100_%Small_0
TestCase893,56,%Large_100_%Small_0
TestCase48,28,%Large_100_%Small_0
TestCase3399,22,%Large_100_%Small_0
TestCase2623,13,%Large_100_%Small_0
TestCase4481,54,%Large_100_%Small_0
TestCase484,50,%Large_100_%Small_0
TestCase4892,28,%Large_100_%Small_0
TestCase236,49,%Large_100_%Small_0
TestCase3619,50,%Large_100_%Small_0
TestCase1935,54,%Large_100_%Small_0
TestCase4318,54,%Large_100_%Small_0
TestCase1856,41,%Large_100_%Small_0
TestCase3240,22,%Large_100_%Small_0
TestCase631,30,%Large_100_%Small_0
TestCase1021,29,%Large_100_%Small_0
TestCase2325,47,%Large_100_%Small_0
TestCase4989,22,%Large_100_%Small_0
TestCase2702,24,%Large_100_%Small_0
TestCase3966,59,%Large_100_%Small_0
TestCase4750,40,%Large_100_%Small_0
TestCase1067,22,%Large_100_%Small_0
TestCase3595,20,%Large_100_%Small_0
TestCase1946,58,%Large_100_%Small_0
TestCase4168,51,%Large_100_%Small_0
TestCase3005,47,%Large_100_%Small_0
TestCase856,37,%Large_100_%Small_0
TestCase2682,56,%Large_100_%Small_0
TestCase2423,12,%Large_100_%Small_0
TestCase1240,42,%Large_100_%Small_0
TestCase1124,43,%Large_100_%Small_0
TestCase1427,32,%Large_100_%Small_0
TestCase1747,21,%Large_100_%Small_0
TestCase1226,53,%Large_100_%Small_0
TestCase2972,17,%Large_100_%Small_0
TestCase1130,59,%Large_100_%Small_0
TestCase2482,26,%Large_100_%Small_0
TestCase3916,52,%Large_100_%Small_0
TestCase3921,31,%Large_100_%Small_0
TestCase3541,33,%Large_100_%Small_0
TestCase532,48,%Large_100_%Small_0
TestCase3858,32,%Large_100_%Small_0
TestCase311,33,%Large_100_%Small_0
TestCase992,13,%Large_100_%Small_0
TestCase1548,33,%Large_100_%Small_0
TestCase1467,44,%Large_100_%Small_0
TestCase3620,34,%Large_100_%Small_0
TestCase1006,50,%Large_100_%Small_0
TestCase4627,29,%Large_100_%Small_0
TestCase3870,19,%Large_100_%Small_0
TestCase4349,46,%Large_100_%Small_0
TestCase3013,59,%Large_100_%Small_0
TestCase2834,12,%Large_100_%Small_0
TestCase1235,17,%Large_100_%Small_0
TestCase3157,53,%Large_100_%Small_0
TestCase2515,27,%Large_100_%Small_0
TestCase583,35,%Large_100_%Small_0
TestCase4280,37,%Large_100_%Small_0
TestCase3880,38,%Large_100_%Small_0
TestCase4550,39,%Large_100_%Small_0
TestCase1943,43,%Large_100_%Small_0
TestCase3497,24,%Large_100_%Small_0
TestCase4400,54,%Large_100_%Small_0
TestCase4491,53,%Large_100_%Small_0
TestCase3035,51,%Large_100_%Small_0
TestCase4197,38,%Large_100_%Small_0
TestCase2462,38,%Large_100_%Small_0
TestCase4988,31,%Large_100_%Small_0
TestCase2765,25,%Large_100_%Small_0
TestCase2011,50,%Large_100_%Small_0
TestCase1849,22,%Large_100_%Small_0
TestCase4874,27,%Large_100_%Small_0
TestCase1626,14,%Large_100_%Small_0
TestCase1411,53,%Large_100_%Small_0
TestCase2665,52,%Large_100_%Small_0
TestCase3182,27,%Large_100_%Small_0
TestCase3891,59,%Large_100_%Small_0
TestCase68,23,%Large_100_%Small_0
TestCase1480,50,%Large_100_%Small_0
TestCase1429,23,%Large_100_%Small_0
TestCase3338,41,%Large_100_%Small_0
TestCase3262,13,%Large_100_%Small_0
TestCase4512,52,%Large_100_%Small_0
TestCase4138,15,%Large_100_%Small_0
TestCase901,13,%Large_100_%Small_0
TestCase4276,25,%Large_100_%Small_0
TestCase4682,34,%Large_100_%Small_0
TestCase2805,15,%Large_100_%Small_0
TestCase4284,37,%Large_100_%Small_0
TestCase1736,16,%Large_100_%Small_0
TestCase1750,50,%Large_100_%Small_0
TestCase4113,46,%Large_100_%Small_0
TestCase2718,11,%Large_100_%Small_0
TestCase614,33,%Large_100_%Small_0
TestCase1732,31,%Large_100_%Small_0
TestCase2833,52,%Large_100_%Small_0
TestCase3089,22,%Large_100_%Small_0
TestCase1578,59,%Large_100_%Small_0
TestCase3736,13,%Large_100_%Small_0
TestCase4644,34,%Large_100_%Small_0
TestCase1722,32,%Large_100_%Small_0
TestCase724,52,%Large_100_%Small_0
TestCase2111,32,%Large_100_%Small_0
TestCase3572,53,%Large_100_%Small_0
TestCase2590,18,%Large_100_%Small_0
TestCase419,17,%Large_100_%Small_0
TestCase4128,11,%Large_100_%Small_0
TestCase3431,19,%Large_100_%Small_0
TestCase3998,57,%Large_100_%Small_0
TestCase4285,41,%Large_100_%Small_0
TestCase2885,11,%Large_100_%Small_0
TestCase796,19,%Large_100_%Small_0
TestCase3111,11,%Large_100_%Small_0
TestCase1491,12,%Large_100_%Small_0
TestCase4768,42,%Large_100_%Small_0
TestCase572,32,%Large_100_%Small_0
TestCase3188,24,%Large_100_%Small_0
TestCase4043,25,%Large_100_%Small_0
TestCase1316,23,%Large_100_%Small_0
TestCase4346,58,%Large_100_%Small_0
TestCase4034,46,%Large_100_%Small_0
TestCase3689,43,%Large_100_%Small_0
TestCase4984,56,%Large_100_%Small_0
TestCase1881,42,%Large_100_%Small_0
TestCase2870,59,%Large_100_%Small_0
TestCase3083,19,%Large_100_%Small_0
TestCase1040,43,%Large_100_%Small_0
TestCase757,59,%Large_100_%Small_0
TestCase4743,52,%Large_100_%Small_0
TestCase941,14,%Large_100_%Small_0
TestCase497,36,%Large_100_%Small_0
TestCase3687,53,%Large_100_%Small_0
TestCase4838,48,%Large_100_%Small_0
TestCase1223,32,%Large_100_%Small_0
TestCase2968,26,%Large_100_%Small_0
TestCase996,57,%Large_100_%Small_0
TestCase3635,46,%Large_100_%Small_0
TestCase3794,60,%Large_100_%Small_0
TestCase4044,21,%Large_100_%Small_0
TestCase4661,15,%Large_100_%Small_0
TestCase3081,57,%Large_100_%Small_0
TestCase3562,14,%Large_100_%Small_0
TestCase3709,36,%Large_100_%Small_0
TestCase3518,50,%Large_100_%Small_0
TestCase2752,44,%Large_100_%Small_0
TestCase2087,12,%Large_100_%Small_0
TestCase3482,60,%Large_100_%Small_0
TestCase1274,49,%Large_100_%Small_0
TestCase2315,57,%Large_100_%Small_0
TestCase3693,34,%Large_100_%Small_0
TestCase96,17,%Large_100_%Small_0
TestCase1885,28,%Large_100_%Small_0
TestCase1685,49,%Large_100_%Small_0
TestCase1406,40,%Large_100_%Small_0
TestCase2745,34,%Large_100_%Small_0
TestCase3831,35,%Large_100_%Small_0
TestCase2769,56,%Large_100_%Small_0
TestCase1997,48,%Large_100_%Small_0
TestCase762,19,%Large_100_%Small_0
TestCase3647,21,%Large_100_%Small_0
TestCase3385,58,%Large_100_%Small_0
TestCase2491,55,%Large_100_%Small_0
TestCase425,32,%Large_100_%Small_0
TestCase982,27,%Large_100_%Small_0
TestCase3422,59,%Large_100_%Small_0
TestCase4024,16,%Large_100_%Small_0
TestCase3506,36,%Large_100_%Small_0
TestCase1986,33,%Large_100_%Small_0
TestCase1679,54,%Large_100_%Small_0
TestCase2670,19,%Large_100_%Small_0
TestCase2324,49,%Large_100_%Small_0
TestCase807,25,%Large_100_%Small_0
TestCase1588,29,%Large_100_%Small_0
TestCase527,13,%Large_100_%Small_0
TestCase4916,59,%Large_100_%Small_0
TestCase4441,35,%Large_100_%Small_0
TestCase2853,51,%Large_100_%Small_0
TestCase4937,34,%Large_100_%Small_0
TestCase1313,59,%Large_100_%Small_0
TestCase2880,11,%Large_100_%Small_0
TestCase3190,11,%Large_100_%Small_0
TestCase2622,35,%Large_100_%Small_0
TestCase4518,47,%Large_100_%Small_0
TestCase424,18,%Large_100_%Small_0
TestCase2117,11,%Large_100_%Small_0
TestCase29,28,%Large_100_%Small_0
TestCase4011,18,%Large_100_%Small_0
TestCase3819,28,%Large_100_%Small_0
TestCase343,51,%Large_100_%Small_0
TestCase4032,52,%Large_100_%Small_0
TestCase2050,45,%Large_100_%Small_0
TestCase2743,40,%Large_100_%Small_0
TestCase1772,50,%Large_100_%Small_0
TestCase267,45,%Large_100_%Small_0
TestCase142,26,%Large_100_%Small_0
TestCase1189,30,%Large_100_%Small_0
TestCase4190,56,%Large_100_%Small_0
TestCase326,50,%Large_100_%Small_0
TestCase1915,41,%Large_100_%Small_0
TestCase375,56,%Large_100_%Small_0
TestCase155,43,%Large_100_%Small_0
TestCase2390,37,%Large_100_%Small_0
TestCase1221,39,%Large_100_%Small_0
TestCase3249,32,%Large_100_%Small_0
TestCase1902,14,%Large_100_%Small_0
TestCase945,42,%Large_100_%Small_0
TestCase94,52,%Large_100_%Small_0
TestCase3084,11,%Large_100_%Small_0
TestCase1668,34,%Large_100_%Small_0
TestCase1595,46,%Large_100_%Small_0
TestCase863,58,%Large_100_%Small_0
TestCase595,30,%Large_100_%Small_0
TestCase1035,40,%Large_100_%Small_0
TestCase1602,23,%Large_100_%Small_0
TestCase1210,34,%Large_100_%Small_0
TestCase4818,43,%Large_100_%Small_0
TestCase2537,18,%Large_100_%Small_0
TestCase1630,13,%Large_100_%Small_0
TestCase728,33,%Large_100_%Small_0
TestCase3408,49,%Large_100_%Small_0
TestCase219,24,%Large_100_%Small_0
TestCase4022,41,%Large_100_%Small_0
TestCase1637,48,%Large_100_%Small_0
TestCase2131,58,%Large_100_%Small_0
TestCase4858,55,%Large_100_%Small_0
TestCase1282,28,%Large_100_%Small_0
TestCase2798,26,%Large_100_%Small_0
TestCase259,38,%Large_100_%Small_0
TestCase1770,32,%Large_100_%Small_0
TestCase1047,25,%Large_100_%Small_0
TestCase3686,56,%Large_100_%Small_0
TestCase2887,44,%Large_100_%Small_0
TestCase1533,22,%Large_100_%Small_0
TestCase4228,14,%Large_100_%Small_0
TestCase847,51,%Large_100_%Small_0
TestCase131,46,%Large_100_%Small_0
TestCase480,46,%Large_100_%Small_0
TestCase3841,56,%Large_100_%Small_0
TestCase461,52,%Large_100_%Small_0
TestCase3488,59,%Large_100_%Small_0
TestCase1170,41,%Large_100_%Small_0
TestCase687,47,%Large_100_%Small_0
TestCase1760,39,%Large_100_%Small_0
TestCase3108,34,%Large_100_%Small_0
TestCase791,54,%Large_100_%Small_0
TestCase353,52,%Large_100_%Small_0
TestCase312,57,%Large_100_%Small_0
TestCase357,45,%Large_100_%Small_0
TestCase216,52,%Large_100_%Small_0
TestCase3748,39,%Large_100_%Small_0
TestCase104,19,%Large_100_%Small_0
TestCase2053,44,%Large_100_%Small_0
TestCase123,57,%Large_100_%Small_0
TestCase2103,57,%Large_100_%Small_0
TestCase4072,56,%Large_100_%Small_0
TestCase2083,27,%Large_100_%Small_0
TestCase1896,13,%Large_100_%Small_0
TestCase3510,19,%Large_100_%Small_0
TestCase2416,60,%Large_100_%Small_0
TestCase1900,13,%Large_100_%Small_0
TestCase2955,56,%Large_100_%Small_0
TestCase141,37,%Large_100_%Small_0
TestCase1129,45,%Large_100_%Small_0
TestCase4652,52,%Large_100_%Small_0
TestCase3414,14,%Large_100_%Small_0
TestCase26,36,%Large_100_%Small_0
TestCase2851,17,%Large_100_%Small_0
TestCase1069,18,%Large_100_%Small_0
TestCase1011,39,%Large_100_%Small_0
TestCase3652,15,%Large_100_%Small_0
TestCase3314,46,%Large_100_%Small_0
TestCase2627,26,%Large_100_%Small_0
TestCase845,46,%Large_100_%Small_0
TestCase790,13,%Large_100_%Small_0
TestCase1190,48,%Large_100_%Small_0
TestCase1539,41,%Large_100_%Small_0
TestCase737,37,%Large_100_%Small_0
TestCase1832,11,%Large_100_%Small_0
TestCase3037,38,%Large_100_%Small_0
TestCase760,53,%Large_100_%Small_0
TestCase4539,13,%Large_100_%Small_0
TestCase4401,13,%Large_100_%Small_0
TestCase4019,55,%Large_100_%Small_0
TestCase55,42,%Large_100_%Small_0
TestCase2403,42,%Large_100_%Small_0
TestCase2524,17,%Large_100_%Small_0
TestCase4404,27,%Large_100_%Small_0
TestCase2490,13,%Large_100_%Small_0
TestCase1037,57,%Large_100_%Small_0
TestCase1632,50,%Large_100_%Small_0
TestCase4948,24,%Large_100_%Small_0
TestCase483,11,%Large_100_%Small_0
TestCase1141,56,%Large_100_%Small_0
TestCase4278,42,%Large_100_%Small_0
TestCase3062,33,%Large_100_%Small_0
TestCase1403,59,%Large_100_%Small_0
TestCase2694,14,%Large_100_%Small_0
TestCase412,31,%Large_100_%Small_0
TestCase203,48,%Large_100_%Small_0
TestCase4205,20,%Large_100_%Small_0
TestCase2015,16,%Large_100_%Small_0
TestCase2808,40,%Large_100_%Small_0
TestCase2081,52,%Large_100_%Small_0
TestCase2076,22,%Large_100_%Small_0
TestCase279,19,%Large_100_%Small_0
TestCase2153,43,%Large_100_%Small_0
TestCase2304,52,%Large_100_%Small_0
TestCase1496,17,%Large_100_%Small_0
TestCase4099,54,%Large_100_%Small_0
TestCase1904,34,%Large_100_%Small_0
TestCase2561,33,%Large_100_%Small_0
TestCase1107,23,%Large_100_%Small_0
TestCase1976,59,%Large_100_%Small_0
TestCase1563,18,%Large_100_%Small_0
TestCase2089,25,%Large_100_%Small_0
TestCase2039,26,%Large_100_%Small_0
TestCase2509,50,%Large_100_%Small_0
TestCase4934,30,%Large_100_%Small_0
TestCase2919,28,%Large_100_%Small_0
TestCase2399,11,%Large_100_%Small_0
TestCase2714,59,%Large_100_%Small_0
TestCase3004,29,%Large_100_%Small_0
TestCase3798,51,%Large_100_%Small_0
TestCase3070,48,%Large_100_%Small_0
TestCase3875,37,%Large_100_%Small_0
TestCase4139,32,%Large_100_%Small_0
TestCase2119,22,%Large_100_%Small_0
TestCase4772,29,%Large_100_%Small_0
TestCase4442,46,%Large_100_%Small_0
TestCase3116,37,%Large_100_%Small_0
TestCase2977,40,%Large_100_%Small_0
TestCase4176,19,%Large_100_%Small_0
TestCase334,16,%Large_100_%Small_0
TestCase3836,26,%Large_100_%Small_0
TestCase2088,14,%Large_100_%Small_0
TestCase4517,17,%Large_100_%Small_0
TestCase2108,46,%Large_100_%Small_0
TestCase2552,42,%Large_100_%Small_0
TestCase834,52,%Large_100_%Small_0
TestCase4613,44,%Large_100_%Small_0
TestCase3323,31,%Large_100_%Small_0
TestCase460,49,%Large_100_%Small_0
TestCase3428,36,%Large_100_%Small_0
TestCase3896,33,%Large_100_%Small_0
TestCase4262,46,%Large_100_%Small_0
TestCase1779,36,%Large_100_%Small_0
TestCase4548,44,%Large_100_%Small_0
TestCase167,19,%Large_100_%Small_0
TestCase4822,40,%Large_100_%Small_0
TestCase54,40,%Large_100_%Small_0
TestCase1735,40,%Large_100_%Small_0
TestCase1697,28,%Large_100_%Small_0
TestCase4894,17,%Large_100_%Small_0
TestCase1082,49,%Large_100_%Small_0
TestCase531,60,%Large_100_%Small_0
TestCase4162,25,%Large_100_%Small_0
TestCase3758,34,%Large_100_%Small_0
TestCase3592,42,%Large_100_%Small_0
TestCase1963,27,%Large_100_%Small_0
TestCase3833,48,%Large_100_%Small_0
TestCase4200,32,%Large_100_%Small_0
TestCase3674,25,%Large_100_%Small_0
TestCase3279,33,%Large_100_%Small_0
TestCase1876,31,%Large_100_%Small_0
TestCase1283,41,%Large_100_%Small_0
TestCase3148,57,%Large_100_%Small_0
TestCase2295,35,%Large_100_%Small_0
TestCase224,14,%Large_100_%Small_0
TestCase3741,13,%Large_100_%Small_0
TestCase1029,32,%Large_100_%Small_0
TestCase1508,18,%Large_100_%Small_0
TestCase2497,53,%Large_100_%Small_0
